,E_price,Text,Psol,Pelec,Ppeop,Pven,Pint
2020-03-01 00:00:00,0.1833,277.95,0.0,1248,960,-3129.6,-921.6
2020-03-01 01:00:00,0.1833,277.65,0.0,1248,960,-3196.8,-988.8
2020-03-01 02:00:00,0.1833,277.35,0.0,1248,960,-3254.4,-1046.4
2020-03-01 03:00:00,0.1833,277.05,0.0,1248,960,-3321.6,-1113.6
2020-03-01 04:00:00,0.1833,276.75,0.0,1248,960,-3379.2,-1171.2
2020-03-01 05:00:00,0.1833,276.45,0.0,1248,960,-3446.4,-1238.4
2020-03-01 06:00:00,0.1833,276.05,0.0,1728,960,-3513.6,-825.6
2020-03-01 07:00:00,0.1833,275.75,0.0,2208,960,-3590.4,-422.4
2020-03-01 08:00:00,0.1833,275.85,27.8,1248,960,-3657.6,-1449.6
2020-03-01 09:00:00,0.1833,276.15,445.2,480,960,-3638.4,-2198.4
2020-03-01 10:00:00,0.1833,276.55,1057.3,480,960,-3571.2,-2131.2
2020-03-01 11:00:00,0.1833,277.45,2838.1,1440,960,-3484.8,-1084.8
2020-03-01 12:00:00,0.1833,278.75,5933.1,2400,960,-3302.4,57.5999999999999
2020-03-01 13:00:00,0.1833,279.35,4738.8,1440,960,-3024.0,-624.0
2020-03-01 14:00:00,0.1833,279.75,4114.1,480,960,-2899.2,-1459.2
2020-03-01 15:00:00,0.1833,279.65,2253.8,480,960,-2812.8,-1372.8
2020-03-01 16:00:00,0.1833,279.05,528.7,1440,960,-2832.0,-432.0
2020-03-01 17:00:00,0.1833,278.55,0.0,2784,960,-2966.4,777.6
2020-03-01 18:00:00,0.1833,278.25,0.0,2112,960,-3072.0,0.0
2020-03-01 19:00:00,0.1833,277.95,0.0,1728,960,-3129.6,-441.6
2020-03-01 20:00:00,0.1833,277.75,0.0,960,960,-3196.8,-1276.8
2020-03-01 21:00:00,0.1833,277.45,0.0,1248,960,-3235.2,-1027.2
2020-03-01 22:00:00,0.1833,277.15,0.0,1248,960,-3302.4,-1094.4
2020-03-01 23:00:00,0.1833,276.95,0.0,1248,960,-3360.0,-1152.0
2020-03-02 00:00:00,0.1833,276.55,0.0,1248,960,-3408.0,-1200.0
2020-03-02 01:00:00,0.1833,276.25,0.0,1248,960,-3484.8,-1276.8
2020-03-02 02:00:00,0.1833,275.95,0.0,1248,960,-3552.0,-1344.0
2020-03-02 03:00:00,0.1833,275.65,0.0,1248,960,-3609.6,-1401.6
2020-03-02 04:00:00,0.1833,275.35,0.0,1248,960,-3676.8,-1468.8
2020-03-02 05:00:00,0.1833,275.05,0.0,1248,960,-3744.0,-1536.0
2020-03-02 06:00:00,0.3666,274.65,0.0,1728,960,-3801.6,-1113.6
2020-03-02 07:00:00,0.3666,274.35,0.0,2208,960,-3888.0,-720.0
2020-03-02 08:00:00,0.3666,274.75,250.4,1248,960,-3945.6,-1737.6
2020-03-02 09:00:00,0.3666,275.15,667.8,480,960,-3868.8,-2428.8
2020-03-02 10:00:00,0.3666,275.05,250.4,480,960,-3782.4,-2342.4
2020-03-02 11:00:00,0.3666,276.45,4353.3,1440,960,-3801.6,-1401.6
2020-03-02 12:00:00,0.3666,277.35,4249.3,2400,960,-3513.6,-153.6
2020-03-02 13:00:00,0.3666,278.45,6665.3,1440,960,-3321.6,-921.6
2020-03-02 14:00:00,0.3666,278.65,3589.4,480,960,-3091.2,-1651.2
2020-03-02 15:00:00,0.3666,278.55,2309.4,480,960,-3043.2,-1603.2
2020-03-02 16:00:00,0.3666,278.15,1307.8,1440,960,-3072.0,-672.0
2020-03-02 17:00:00,0.3666,277.55,194.8,2784,960,-3148.8,595.2
2020-03-02 18:00:00,0.3666,277.25,0.0,2112,960,-3273.6,-201.6
2020-03-02 19:00:00,0.3666,276.85,0.0,1728,960,-3340.8,-652.8
2020-03-02 20:00:00,0.3666,276.45,0.0,960,960,-3427.2,-1507.2
2020-03-02 21:00:00,0.3666,276.15,0.0,1248,960,-3513.6,-1305.6
2020-03-02 22:00:00,0.1833,275.75,0.0,1248,960,-3571.2,-1363.2
2020-03-02 23:00:00,0.1833,275.35,0.0,1248,960,-3657.6,-1449.6
2020-03-03 00:00:00,0.1833,274.95,0.0,1248,960,-3744.0,-1536.0
2020-03-03 01:00:00,0.1833,274.55,0.0,1248,960,-3820.8,-1612.8
2020-03-03 02:00:00,0.1833,274.15,0.0,1248,960,-3907.2,-1699.2
2020-03-03 03:00:00,0.1833,273.75,0.0,1248,960,-3993.6,-1785.6
2020-03-03 04:00:00,0.1833,273.25,0.0,1248,960,-4080.0,-1872.0
2020-03-03 05:00:00,0.1833,272.85,0.0,1248,960,-4185.6,-1977.6
2020-03-03 06:00:00,0.3666,272.45,0.0,1728,960,-4262.4,-1574.4
2020-03-03 07:00:00,0.3666,272.05,0.0,2208,960,-4348.8,-1180.8
2020-03-03 08:00:00,0.3666,272.45,250.4,1248,960,-4435.2,-2227.2
2020-03-03 09:00:00,0.3666,273.65,1808.6,480,960,-4348.8,-2908.8
2020-03-03 10:00:00,0.3666,273.75,1057.3,480,960,-4099.2,-2659.2
2020-03-03 11:00:00,0.3666,274.85,3867.6,1440,960,-4080.0,-1680.0
2020-03-03 12:00:00,0.3666,275.95,5540.3,2400,960,-3849.6,-489.6
2020-03-03 13:00:00,0.3666,276.95,6781.4,1440,960,-3609.6,-1209.6
2020-03-03 14:00:00,0.3666,277.05,3394.6,480,960,-3408.0,-1968.0
2020-03-03 15:00:00,0.3666,276.75,2392.9,480,960,-3379.2,-1939.2
2020-03-03 16:00:00,0.3666,276.75,4701.3,1440,960,-3446.4,-1046.4
2020-03-03 17:00:00,0.3666,276.05,278.2,2784,960,-3446.4,297.6
2020-03-03 18:00:00,0.3666,275.35,0.0,2112,960,-3590.4,-518.4
2020-03-03 19:00:00,0.3666,274.75,0.0,1728,960,-3744.0,-1056.0
2020-03-03 20:00:00,0.3666,274.15,0.0,960,960,-3868.8,-1948.8
2020-03-03 21:00:00,0.3666,273.45,0.0,1248,960,-3993.6,-1785.6
2020-03-03 22:00:00,0.1833,272.85,0.0,1248,960,-4137.6,-1929.6
2020-03-03 23:00:00,0.1833,272.25,0.0,1248,960,-4262.4,-2054.4
2020-03-04 00:00:00,0.1833,271.45,0.0,1248,960,-4387.2,-2179.2
2020-03-04 01:00:00,0.1833,270.55,0.0,1248,960,-4560.0,-2352.0
2020-03-04 02:00:00,0.1833,269.75,0.0,1248,960,-4752.0,-2544.0
2020-03-04 03:00:00,0.1833,268.85,0.0,1248,960,-4915.2,-2707.2
2020-03-04 04:00:00,0.1833,268.05,0.0,1248,960,-5107.2,-2899.2
2020-03-04 05:00:00,0.1833,267.15,0.0,1248,960,-5270.4,-3062.4
2020-03-04 06:00:00,0.3666,266.35,0.0,1728,960,-5462.4,-2774.4
2020-03-04 07:00:00,0.3666,265.45,0.0,2208,960,-5635.2,-2467.2
2020-03-04 08:00:00,0.3666,265.95,361.7,1248,960,-5817.6,-3609.6
2020-03-04 09:00:00,0.3666,268.05,2532.0,480,960,-5712.0,-4272.0
2020-03-04 10:00:00,0.3666,270.25,12294.2,480,960,-5270.4,-3830.4
2020-03-04 11:00:00,0.3666,271.35,8420.9,1440,960,-4809.6,-2409.6
2020-03-04 12:00:00,0.3666,272.15,9474.8,2400,960,-4579.2,-1219.2
2020-03-04 13:00:00,0.3666,272.25,5966.4,1440,960,-4416.0,-2016.0
2020-03-04 14:00:00,0.3666,272.35,7086.4,480,960,-4387.2,-2947.2
2020-03-04 15:00:00,0.3666,271.65,2810.3,480,960,-4368.0,-2928.0
2020-03-04 16:00:00,0.3666,270.75,1641.6,1440,960,-4521.6,-2121.6
2020-03-04 17:00:00,0.3666,269.65,166.9,2784,960,-4704.0,-960.0
2020-03-04 18:00:00,0.3666,269.55,0.0,2112,960,-4934.4,-1862.4
2020-03-04 19:00:00,0.3666,269.45,0.0,1728,960,-4963.2,-2275.2
2020-03-04 20:00:00,0.3666,269.45,0.0,960,960,-4982.4,-3062.4
2020-03-04 21:00:00,0.3666,269.35,0.0,1248,960,-4982.4,-2774.4
2020-03-04 22:00:00,0.1833,269.25,0.0,1248,960,-5001.6,-2793.6
2020-03-04 23:00:00,0.1833,269.15,0.0,1248,960,-5020.8,-2812.8
2020-03-05 00:00:00,0.1833,269.35,0.0,1248,960,-5040.0,-2832.0
2020-03-05 01:00:00,0.1833,269.45,0.0,1248,960,-5001.6,-2793.6
2020-03-05 02:00:00,0.1833,269.65,0.0,1248,960,-4982.4,-2774.4
2020-03-05 03:00:00,0.1833,269.85,0.0,1248,960,-4934.4,-2726.4
2020-03-05 04:00:00,0.1833,270.05,0.0,1248,960,-4896.0,-2688.0
2020-03-05 05:00:00,0.1833,270.25,0.0,1248,960,-4857.6,-2649.6
2020-03-05 06:00:00,0.3666,270.45,0.0,1728,960,-4809.6,-2121.6
2020-03-05 07:00:00,0.3666,270.65,0.0,2208,960,-4771.2,-1603.2
2020-03-05 08:00:00,0.3666,271.25,361.7,1248,960,-4723.2,-2515.2
2020-03-05 09:00:00,0.3666,272.65,2059.0,480,960,-4598.4,-3158.4
2020-03-05 10:00:00,0.3666,273.55,2838.1,480,960,-4310.4,-2870.4
2020-03-05 11:00:00,0.3666,274.65,4726.8,1440,960,-4118.4,-1718.4
2020-03-05 12:00:00,0.3666,274.95,3255.5,2400,960,-3888.0,-528.0
2020-03-05 13:00:00,0.3666,275.25,3283.3,1440,960,-3820.8,-1420.8
2020-03-05 14:00:00,0.3666,275.75,5679.9,480,960,-3763.2,-2323.2
2020-03-05 15:00:00,0.3666,275.75,2810.3,480,960,-3657.6,-2217.6
2020-03-05 16:00:00,0.3666,275.45,1913.2,1440,960,-3657.6,-1257.6
2020-03-05 17:00:00,0.3666,274.85,333.9,2784,960,-3715.2,28.7999999999997
2020-03-05 18:00:00,0.3666,274.35,0.0,2112,960,-3849.6,-777.6
2020-03-05 19:00:00,0.3666,273.75,0.0,1728,960,-3945.6,-1257.6
2020-03-05 20:00:00,0.3666,273.25,0.0,960,960,-4080.0,-2160.0
2020-03-05 21:00:00,0.3666,272.75,0.0,1248,960,-4185.6,-1977.6
2020-03-05 22:00:00,0.1833,272.25,0.0,1248,960,-4281.6,-2073.6
2020-03-05 23:00:00,0.1833,271.75,0.0,1248,960,-4387.2,-2179.2
2020-03-06 00:00:00,0.1833,270.95,0.0,1248,960,-4492.8,-2284.8
2020-03-06 01:00:00,0.1833,270.25,0.0,1248,960,-4665.6,-2457.6
2020-03-06 02:00:00,0.1833,269.45,0.0,1248,960,-4809.6,-2601.6
2020-03-06 03:00:00,0.1833,268.75,0.0,1248,960,-4982.4,-2774.4
2020-03-06 04:00:00,0.1833,267.95,0.0,1248,960,-5126.4,-2918.4
2020-03-06 05:00:00,0.1833,267.15,0.0,1248,960,-5299.2,-3091.2
2020-03-06 06:00:00,0.3666,266.45,0.0,1728,960,-5462.4,-2774.4
2020-03-06 07:00:00,0.3666,265.65,0.0,2208,960,-5606.4,-2438.4
2020-03-06 08:00:00,0.3666,268.05,1029.5,1248,960,-5779.2,-3571.2
2020-03-06 09:00:00,0.3666,270.35,1752.9,480,960,-5270.4,-3830.4
2020-03-06 10:00:00,0.3666,272.45,15186.6,480,960,-4790.4,-3350.4
2020-03-06 11:00:00,0.3666,273.75,13340.2,1440,960,-4348.8,-1948.8
2020-03-06 12:00:00,0.3666,275.95,27954.4,2400,960,-4080.0,-720.0
2020-03-06 13:00:00,0.3666,277.15,24989.3,1440,960,-3609.6,-1209.6
2020-03-06 14:00:00,0.3666,277.75,24913.2,480,960,-3379.2,-1939.2
2020-03-06 15:00:00,0.3666,277.15,12572.7,480,960,-3273.6,-1833.6
2020-03-06 16:00:00,0.3666,275.85,10283.7,1440,960,-3408.0,-1008.0
2020-03-06 17:00:00,0.3666,274.15,528.7,2784,960,-3676.8,67.1999999999998
2020-03-06 18:00:00,0.3666,273.75,0.0,2112,960,-4022.4,-950.400000000001
2020-03-06 19:00:00,0.3666,273.35,0.0,1728,960,-4080.0,-1392.0
2020-03-06 20:00:00,0.3666,272.95,0.0,960,960,-4156.8,-2236.8
2020-03-06 21:00:00,0.3666,272.55,0.0,1248,960,-4243.2,-2035.2
2020-03-06 22:00:00,0.1833,272.05,0.0,1248,960,-4329.6,-2121.6
2020-03-06 23:00:00,0.1833,271.65,0.0,1248,960,-4435.2,-2227.2
2020-03-07 00:00:00,0.1833,271.35,0.0,1248,960,-4521.6,-2313.6
2020-03-07 01:00:00,0.1833,271.05,0.0,1248,960,-4579.2,-2371.2
2020-03-07 02:00:00,0.1833,270.75,0.0,1248,960,-4646.4,-2438.4
2020-03-07 03:00:00,0.1833,270.45,0.0,1248,960,-4704.0,-2496.0
2020-03-07 04:00:00,0.1833,270.15,0.0,1248,960,-4771.2,-2563.2
2020-03-07 05:00:00,0.1833,269.85,0.0,1248,960,-4828.8,-2620.8
2020-03-07 06:00:00,0.3666,269.55,0.0,1728,960,-4896.0,-2208.0
2020-03-07 07:00:00,0.3666,269.25,0.0,2208,960,-4963.2,-1795.2
2020-03-07 08:00:00,0.3666,270.25,612.1,1248,960,-5020.8,-2812.8
2020-03-07 09:00:00,0.3666,271.65,2420.7,480,960,-4809.6,-3369.6
2020-03-07 10:00:00,0.3666,273.75,7962.7,480,960,-4521.6,-3081.6
2020-03-07 11:00:00,0.3666,275.65,10984.6,1440,960,-4080.0,-1680.0
2020-03-07 12:00:00,0.3666,277.95,22258.5,2400,960,-3676.8,-316.8
2020-03-07 13:00:00,0.3666,278.45,10521.7,1440,960,-3196.8,-796.8
2020-03-07 14:00:00,0.3666,279.55,22889.6,480,960,-3100.8,-1660.8
2020-03-07 15:00:00,0.3666,279.95,18231.6,480,960,-2860.8,-1420.8
2020-03-07 16:00:00,0.3666,278.45,1530.3,1440,960,-2793.6,-393.6
2020-03-07 17:00:00,0.3666,277.05,528.7,2784,960,-3120.0,624.0
2020-03-07 18:00:00,0.3666,276.55,0.0,2112,960,-3388.8,-316.8
2020-03-07 19:00:00,0.3666,275.95,0.0,1728,960,-3484.8,-796.8
2020-03-07 20:00:00,0.3666,275.35,0.0,960,960,-3609.6,-1689.6
2020-03-07 21:00:00,0.3666,274.85,0.0,1248,960,-3744.0,-1536.0
2020-03-07 22:00:00,0.1833,274.25,0.0,1248,960,-3849.6,-1641.6
2020-03-07 23:00:00,0.1833,273.75,0.0,1248,960,-3974.4,-1766.4
2020-03-08 00:00:00,0.1833,272.95,0.0,1248,960,-4080.0,-1872.0
2020-03-08 01:00:00,0.1833,272.15,0.0,1248,960,-4243.2,-2035.2
2020-03-08 02:00:00,0.1833,271.45,0.0,1248,960,-4416.0,-2208.0
2020-03-08 03:00:00,0.1833,270.65,0.0,1248,960,-4560.0,-2352.0
2020-03-08 04:00:00,0.1833,269.85,0.0,1248,960,-4723.2,-2515.2
2020-03-08 05:00:00,0.1833,269.15,0.0,1248,960,-4896.0,-2688.0
2020-03-08 06:00:00,0.1833,268.35,0.0,1728,960,-5040.0,-2352.0
2020-03-08 07:00:00,0.1833,267.55,0.0,2208,960,-5212.8,-2044.8
2020-03-08 08:00:00,0.1833,268.65,779.1,1248,960,-5376.0,-3168.0
2020-03-08 09:00:00,0.1833,270.45,2726.8,480,960,-5145.6,-3705.6
2020-03-08 10:00:00,0.1833,272.25,8935.7,480,960,-4771.2,-3331.2
2020-03-08 11:00:00,0.1833,272.35,3617.2,1440,960,-4387.2,-1987.2
2020-03-08 12:00:00,0.1833,272.85,5698.1,2400,960,-4368.0,-1008.0
2020-03-08 13:00:00,0.1833,274.05,13467.1,1440,960,-4262.4,-1862.4
2020-03-08 14:00:00,0.1833,274.95,16788.6,480,960,-4012.8,-2572.8
2020-03-08 15:00:00,0.1833,274.25,3116.3,480,960,-3820.8,-2380.8
2020-03-08 16:00:00,0.1833,273.05,640.0,1440,960,-3974.4,-1574.4
2020-03-08 17:00:00,0.1833,272.05,333.9,2784,960,-4224.0,-480.0
2020-03-08 18:00:00,0.1833,271.75,0.0,2112,960,-4435.2,-1363.2
2020-03-08 19:00:00,0.1833,271.55,0.0,1728,960,-4492.8,-1804.8
2020-03-08 20:00:00,0.1833,271.25,0.0,960,960,-4540.8,-2620.8
2020-03-08 21:00:00,0.1833,270.95,0.0,1248,960,-4598.4,-2390.4
2020-03-08 22:00:00,0.1833,270.65,0.0,1248,960,-4665.6,-2457.6
2020-03-08 23:00:00,0.1833,270.45,0.0,1248,960,-4723.2,-2515.2
2020-03-09 00:00:00,0.1833,270.15,0.0,1248,960,-4771.2,-2563.2
2020-03-09 01:00:00,0.1833,269.95,0.0,1248,960,-4828.8,-2620.8
2020-03-09 02:00:00,0.1833,269.75,0.0,1248,960,-4876.8,-2668.8
2020-03-09 03:00:00,0.1833,269.55,0.0,1248,960,-4915.2,-2707.2
2020-03-09 04:00:00,0.1833,269.35,0.0,1248,960,-4963.2,-2755.2
2020-03-09 05:00:00,0.1833,269.15,0.0,1248,960,-5001.6,-2793.6
2020-03-09 06:00:00,0.3666,268.95,0.0,1728,960,-5040.0,-2352.0
2020-03-09 07:00:00,0.3666,268.75,0.0,2208,960,-5088.0,-1920.0
2020-03-09 08:00:00,0.3666,270.45,1001.7,1248,960,-5126.4,-2918.4
2020-03-09 09:00:00,0.3666,271.75,2893.7,480,960,-4771.2,-3331.2
2020-03-09 10:00:00,0.3666,272.95,6634.3,480,960,-4492.8,-3052.8
2020-03-09 11:00:00,0.3666,273.45,4668.2,1440,960,-4243.2,-1843.2
2020-03-09 12:00:00,0.3666,273.05,2671.1,2400,960,-4137.6,-777.599999999999
2020-03-09 13:00:00,0.3666,272.75,2587.7,1440,960,-4224.0,-1824.0
2020-03-09 14:00:00,0.3666,272.55,2532.0,480,960,-4281.6,-2841.6
2020-03-09 15:00:00,0.3666,272.15,1419.0,480,960,-4329.6,-2889.6
2020-03-09 16:00:00,0.3666,271.75,1307.8,1440,960,-4416.0,-2016.0
2020-03-09 17:00:00,0.3666,271.25,83.5,2784,960,-4492.8,-748.799999999999
2020-03-09 18:00:00,0.3666,271.05,0.0,2112,960,-4598.4,-1526.4
2020-03-09 19:00:00,0.3666,270.85,0.0,1728,960,-4646.4,-1958.4
2020-03-09 20:00:00,0.3666,270.65,0.0,960,960,-4684.8,-2764.8
2020-03-09 21:00:00,0.3666,270.45,0.0,1248,960,-4723.2,-2515.2
2020-03-09 22:00:00,0.1833,270.25,0.0,1248,960,-4771.2,-2563.2
2020-03-09 23:00:00,0.1833,270.05,0.0,1248,960,-4809.6,-2601.6
2020-03-10 00:00:00,0.1833,269.75,0.0,1248,960,-4857.6,-2649.6
2020-03-10 01:00:00,0.1833,269.45,0.0,1248,960,-4915.2,-2707.2
2020-03-10 02:00:00,0.1833,269.15,0.0,1248,960,-4982.4,-2774.4
2020-03-10 03:00:00,0.1833,268.85,0.0,1248,960,-5040.0,-2832.0
2020-03-10 04:00:00,0.1833,268.55,0.0,1248,960,-5107.2,-2899.2
2020-03-10 05:00:00,0.1833,268.25,0.0,1248,960,-5164.8,-2956.8
